,payment_sequential,payment_type,payment_installments,payment_value
65350,1,credit_card,1,77.11
65351,1,credit_card,3,1424.45
65352,1,boleto,1,55.04
65353,1,credit_card,1,150.29
65354,2,voucher,1,112.67
65355,1,credit_card,4,88.71
65356,1,credit_card,10,171.44
65357,1,credit_card,1,51.97
65358,1,credit_card,5,144.9
65359,1,credit_card,8,279.3
65360,1,credit_card,1,69.52
65361,1,credit_card,10,176.0
65362,1,credit_card,10,838.38
65363,1,credit_card,8,84.03
65364,1,boleto,1,92.6
65365,1,credit_card,1,33.62
65366,1,boleto,1,97.44
65367,1,credit_card,1,75.25
65368,1,credit_card,2,78.11
65369,1,credit_card,2,125.49
65370,1,credit_card,3,148.13
65371,1,credit_card,1,39.75
65372,1,credit_card,1,178.27
65373,1,credit_card,1,143.56
65374,1,credit_card,2,138.46
65375,1,credit_card,1,352.58
65376,1,boleto,1,158.13
65377,1,credit_card,2,617.93
65378,1,boleto,1,220.86
65379,1,boleto,1,37.77
65380,1,credit_card,1,47.79
65381,1,credit_card,1,66.78
65382,1,credit_card,1,63.6
65383,1,credit_card,1,31.38
65384,1,credit_card,6,213.7
65385,1,credit_card,1,64.93
65386,1,boleto,1,47.82
65387,1,credit_card,1,54.6
65388,1,credit_card,1,88.91
65389,1,credit_card,10,218.77
65390,1,credit_card,1,66.64
65391,1,credit_card,6,97.83
65392,1,credit_card,2,193.72
65393,1,boleto,1,152.16
65394,1,credit_card,1,54.09
65395,1,credit_card,2,158.85
65396,1,credit_card,9,231.62
65397,1,credit_card,1,65.65
65398,1,debit_card,1,139.1
65399,1,credit_card,5,55.65
65400,1,credit_card,3,33.72
65401,1,credit_card,8,128.95
65402,1,credit_card,7,177.25
65403,1,credit_card,2,106.9
65404,1,boleto,1,31.59
65405,1,credit_card,4,96.89
65406,1,debit_card,1,369.22
65407,1,credit_card,5,87.64
65408,1,credit_card,3,175.77
65409,1,credit_card,3,59.46
65410,1,boleto,1,811.77
65411,1,credit_card,10,130.84
65412,1,credit_card,2,21.16
65413,1,credit_card,2,143.38
65414,1,credit_card,5,252.34
65415,1,credit_card,1,43.82
65416,1,credit_card,4,297.87
65417,1,boleto,1,187.19
65418,1,credit_card,1,37.05
65419,1,credit_card,8,387.99
65420,1,boleto,1,42.62
65421,1,credit_card,4,189.02
65422,1,credit_card,1,84.2
65423,1,boleto,1,89.86
65424,1,credit_card,1,88.45
65425,1,credit_card,2,194.17
65426,2,voucher,1,20.0
65427,1,boleto,1,44.23
65428,1,boleto,1,271.23
65429,1,credit_card,4,92.51
65430,1,credit_card,4,156.89
65431,1,credit_card,2,270.74
65432,1,credit_card,7,145.56
65433,1,credit_card,3,31.59
65434,1,credit_card,1,116.84
65435,1,credit_card,8,344.51
65436,1,credit_card,3,133.69
65437,1,credit_card,8,225.46
65438,1,credit_card,9,97.79
65439,1,boleto,1,291.37
65440,1,boleto,1,60.28
65441,1,boleto,1,19.86
65442,1,credit_card,1,46.69
65443,2,voucher,1,100.0
65444,1,boleto,1,82.6
65445,1,boleto,1,272.27
65446,1,credit_card,10,207.51
65447,1,credit_card,1,52.72
65448,1,voucher,1,3.33
65449,1,boleto,1,86.15
65450,1,credit_card,4,99.55
65451,1,boleto,1,150.76
65452,1,credit_card,2,146.27
65453,1,boleto,1,735.96
65454,1,credit_card,1,629.27
65455,1,credit_card,2,129.78
65456,1,credit_card,2,116.94
65457,2,voucher,1,67.62
65458,1,credit_card,2,142.54
65459,1,credit_card,3,54.42
65460,1,credit_card,1,84.01
65461,1,credit_card,1,57.09
65462,1,credit_card,4,241.62
65463,1,boleto,1,53.15
65464,1,credit_card,1,27.38
65465,1,debit_card,1,58.58
65466,1,credit_card,10,256.34
65467,1,credit_card,4,141.94
65468,1,credit_card,6,309.54
65469,1,credit_card,8,98.83
65470,1,credit_card,5,288.82
65471,1,credit_card,4,148.16
65472,1,credit_card,1,90.88
65473,1,credit_card,3,68.32
65474,1,credit_card,2,182.89
65475,1,credit_card,4,136.75
65476,1,boleto,1,91.26
65477,1,credit_card,6,61.75
65478,1,credit_card,1,120.04
65479,1,credit_card,1,165.3
65480,1,credit_card,5,103.85
65481,1,credit_card,1,62.31
65482,1,boleto,1,28.75
65483,1,credit_card,9,96.8
65484,1,voucher,1,73.05
65485,1,credit_card,6,65.36
65486,1,boleto,1,112.84
65487,6,voucher,1,26.76
65488,1,credit_card,2,29.32
65489,1,credit_card,5,53.82
65490,1,boleto,1,78.55
65491,1,boleto,1,29.49
65492,1,credit_card,4,97.21
65493,1,debit_card,1,63.12
65494,1,credit_card,3,106.51
65495,1,credit_card,2,73.54
65496,1,credit_card,5,267.97
65497,1,credit_card,8,106.38
65498,1,credit_card,1,499.29
65499,1,credit_card,1,40.17
65500,1,boleto,1,31.38
65501,1,credit_card,4,67.36
65502,1,voucher,1,94.98
65503,1,credit_card,1,126.52
65504,1,credit_card,9,453.53
65505,1,credit_card,4,40.09
65506,1,credit_card,1,98.34
65507,1,credit_card,1,401.45
65508,1,boleto,1,126.68
65509,1,boleto,1,54.0
65510,1,credit_card,1,89.3
65511,1,credit_card,3,343.68
65512,1,credit_card,8,92.06
65513,1,credit_card,1,34.1
65514,1,credit_card,1,114.45
65515,1,debit_card,1,84.23
65516,1,boleto,1,177.32
65517,1,credit_card,10,1063.09
65518,1,credit_card,1,28.63
65519,1,voucher,1,84.56
65520,1,credit_card,2,150.1
65521,1,credit_card,6,261.36
65522,1,credit_card,1,417.16
65523,1,credit_card,1,111.53
65524,1,boleto,1,164.55
65525,1,credit_card,4,366.32
65526,1,boleto,1,178.9
65527,1,credit_card,1,37.61
65528,1,boleto,1,57.63
65529,1,boleto,1,65.6
65530,1,boleto,1,83.4
65531,1,credit_card,5,155.28
65532,1,boleto,1,51.64
65533,1,credit_card,8,101.34
65534,1,credit_card,1,106.63
65535,1,credit_card,7,73.71
65536,1,credit_card,9,149.98
65537,1,credit_card,1,22.1
65538,1,credit_card,1,50.34
65539,1,credit_card,5,106.87
65540,1,boleto,1,25.38
65541,1,credit_card,5,267.27
65542,1,credit_card,4,77.41
65543,1,credit_card,1,196.72
65544,1,voucher,1,50.0
65545,1,boleto,1,215.95
65546,1,credit_card,2,128.74
65547,1,boleto,1,158.79
65548,1,credit_card,3,36.96
65549,1,credit_card,4,349.54
65550,1,boleto,1,63.6
65551,1,credit_card,1,51.0
65552,1,credit_card,1,72.53
65553,1,credit_card,1,29.78
65554,1,credit_card,1,203.14
65555,1,boleto,1,26.45
65556,1,credit_card,8,416.86
65557,1,credit_card,3,132.44
65558,1,boleto,1,618.54
65559,1,credit_card,3,130.27
65560,1,credit_card,1,15.22
65561,2,voucher,1,50.0
65562,1,credit_card,1,32.77
65563,1,credit_card,2,138.6
65564,1,credit_card,1,84.32
65565,1,credit_card,1,54.56
65566,1,credit_card,8,387.67
65567,1,credit_card,6,61.91
65568,1,credit_card,1,165.29
65569,1,credit_card,2,139.8
65570,1,credit_card,6,359.43
65571,1,credit_card,3,93.94
65572,1,credit_card,1,33.54
65573,1,boleto,1,156.15
65574,1,credit_card,3,35.78
65575,1,credit_card,10,194.12
65576,1,credit_card,4,177.02
65577,1,credit_card,1,45.5
65578,1,credit_card,5,350.0
65579,1,credit_card,5,147.78
65580,1,credit_card,2,125.16
65581,1,credit_card,2,174.98
65582,1,credit_card,10,172.62
65583,1,credit_card,9,317.34
65584,1,boleto,1,137.89
65585,1,credit_card,1,36.23
65586,1,credit_card,2,106.2
65587,1,credit_card,3,137.7
65588,1,credit_card,4,56.78
65589,1,credit_card,3,100.72
65590,3,voucher,1,30.0
65591,1,credit_card,2,165.7
65592,1,credit_card,6,69.9
65593,1,credit_card,3,165.29
65594,1,credit_card,1,213.02
65595,1,boleto,1,215.38
65596,1,credit_card,2,64.0
65597,1,boleto,1,220.02
65598,1,boleto,1,138.95
65599,1,credit_card,5,164.79
65600,1,credit_card,2,63.46
65601,1,credit_card,1,27.29
65602,1,credit_card,8,190.58
65603,1,boleto,1,59.24
65604,1,credit_card,1,230.96
65605,1,boleto,1,81.11
65606,1,credit_card,7,76.66
65607,1,credit_card,1,116.85
65608,1,credit_card,1,36.39
65609,1,credit_card,5,209.06
65610,1,credit_card,5,153.05
65611,1,credit_card,6,329.25
65612,1,credit_card,4,137.92
65613,1,credit_card,3,87.64
65614,1,credit_card,2,85.14
65615,1,credit_card,1,309.72
65616,1,credit_card,1,760.32
65617,1,credit_card,4,226.7
65618,4,voucher,1,33.46
65619,1,credit_card,9,179.0
65620,1,credit_card,5,245.45
65621,1,credit_card,3,172.55
65622,1,credit_card,4,45.5
65623,1,credit_card,6,60.0
65624,1,credit_card,5,197.04
65625,1,boleto,1,49.34
65626,1,credit_card,10,117.95
65627,1,credit_card,3,102.34
65628,1,credit_card,3,45.32
65629,1,credit_card,1,42.32
65630,6,voucher,1,13.09
65631,1,boleto,1,515.28
65632,1,credit_card,3,167.8
65633,1,credit_card,10,1810.5
65634,1,credit_card,9,96.93
65635,1,credit_card,6,107.78
65636,1,credit_card,12,128.65
65637,1,credit_card,1,36.33
65638,1,boleto,1,93.48
65639,1,credit_card,3,128.08
65640,1,credit_card,4,48.04
65641,3,voucher,1,2.95
65642,1,credit_card,1,31.38
65643,1,credit_card,3,234.42
65644,1,credit_card,1,23.28
65645,1,credit_card,6,69.2
65646,1,credit_card,10,372.84
65647,1,credit_card,3,37.09
65648,1,credit_card,4,218.55
65649,1,credit_card,8,177.99
65650,1,credit_card,4,42.0
65651,1,credit_card,1,74.18
65652,1,credit_card,5,152.48
65653,2,voucher,1,34.36
65654,1,credit_card,1,32.43
65655,1,credit_card,3,167.74
65656,1,credit_card,8,167.28
65657,1,boleto,1,99.9
65658,1,credit_card,5,117.0
65659,1,credit_card,10,1057.88
65660,1,credit_card,2,116.94
65661,1,credit_card,5,600.43
65662,1,credit_card,18,359.62
65663,1,boleto,1,1115.37
65664,1,credit_card,10,149.14
65665,1,credit_card,2,196.66
65666,1,boleto,1,95.5
65667,1,boleto,1,61.38
65668,1,boleto,1,362.33
65669,1,credit_card,3,106.78
65670,1,credit_card,1,26.68
65671,1,boleto,1,133.48
65672,1,boleto,1,114.77
65673,1,credit_card,1,183.38
65674,1,credit_card,3,148.97
65675,1,credit_card,1,78.7
65676,1,boleto,1,85.81
65677,1,boleto,1,45.46
65678,1,credit_card,8,128.72
65679,1,voucher,1,64.1
65680,1,credit_card,5,272.99
65681,1,credit_card,3,68.68
65682,1,credit_card,1,295.4
65683,1,credit_card,10,323.91
65684,1,boleto,1,177.93
65685,1,credit_card,5,423.51
65686,1,credit_card,4,46.8
65687,1,credit_card,6,155.06
65688,1,boleto,1,53.62
65689,1,credit_card,3,141.53
65690,1,boleto,1,173.84
65691,1,credit_card,1,85.5
65692,1,credit_card,2,82.23
65693,1,boleto,1,162.55
65694,1,credit_card,3,67.5
65695,1,credit_card,1,76.78
65696,1,credit_card,1,90.17
65697,1,credit_card,4,175.99
65698,1,credit_card,2,138.15
65699,1,credit_card,1,88.72
65700,1,boleto,1,65.78
65701,1,boleto,1,350.18
65702,1,credit_card,1,127.43
65703,1,credit_card,1,44.18
65704,1,credit_card,6,382.28
65705,1,credit_card,2,106.29
65706,1,credit_card,1,73.38
65707,1,credit_card,10,215.5
65708,1,credit_card,4,42.19
65709,1,credit_card,4,102.2
65710,1,boleto,1,121.09
65711,1,credit_card,1,69.86
65712,1,credit_card,2,204.65
65713,1,boleto,1,27.77
65714,1,credit_card,9,93.3
65715,1,credit_card,4,81.32
65716,1,credit_card,1,102.66
65717,1,credit_card,5,635.75
65718,1,boleto,1,108.72
65719,1,credit_card,1,70.84
65720,1,credit_card,1,24.3
65721,1,credit_card,1,95.56
65722,1,credit_card,2,369.98
65723,1,credit_card,3,30.77
65724,1,credit_card,4,162.55
65725,1,credit_card,8,216.1
65726,1,boleto,1,23.69
65727,1,credit_card,4,248.85
65728,1,credit_card,1,159.76
65729,1,boleto,1,59.23
65730,1,credit_card,1,100.34
65731,1,boleto,1,93.3
65732,1,voucher,1,177.27
65733,1,credit_card,3,237.09
65734,1,credit_card,8,762.33
65735,1,boleto,1,104.83
65736,1,credit_card,1,46.85
65737,1,boleto,1,111.23
65738,1,credit_card,1,89.17
65739,1,credit_card,2,64.6
65740,1,credit_card,4,256.03
65741,2,voucher,1,11.18
65742,1,boleto,1,84.54
65743,1,boleto,1,108.1
65744,1,boleto,1,134.25
65745,1,credit_card,1,117.25
65746,1,credit_card,1,0.1
65747,1,credit_card,3,33.77
65748,1,credit_card,2,22.19
65749,1,boleto,1,301.64
65750,1,credit_card,3,690.88
65751,1,credit_card,4,112.33
65752,1,credit_card,2,106.87
65753,1,credit_card,3,36.27
65754,1,credit_card,1,43.38
65755,1,boleto,1,237.61
65756,1,credit_card,7,157.3
65757,1,credit_card,1,49.0
65758,1,credit_card,3,220.54
65759,1,credit_card,1,63.28
65760,1,credit_card,7,101.33
65761,1,credit_card,1,109.36
65762,1,credit_card,1,48.71
65763,1,credit_card,4,48.09
65764,1,credit_card,5,165.8
65765,1,credit_card,8,89.28
65766,1,boleto,1,33.33
65767,1,credit_card,1,59.9
65768,1,credit_card,4,47.84
65769,1,credit_card,1,66.9
65770,1,credit_card,2,70.4
65771,1,credit_card,3,108.63
65772,1,credit_card,3,34.51
65773,1,boleto,1,76.31
65774,1,credit_card,2,26.84
65775,1,credit_card,1,144.96
65776,1,credit_card,10,113.27
65777,1,boleto,1,385.41
65778,1,credit_card,10,166.28
65779,1,boleto,1,165.18
65780,1,boleto,1,62.92
65781,1,boleto,1,195.22
65782,1,boleto,1,137.27
65783,1,credit_card,8,110.74
65784,1,boleto,1,183.79
65785,1,credit_card,1,42.96
65786,2,voucher,1,100.0
65787,1,credit_card,1,96.43
65788,1,debit_card,1,65.71
65789,1,credit_card,5,114.85
65790,1,boleto,1,103.55
65791,1,credit_card,10,446.22
65792,1,credit_card,4,90.88
65793,1,voucher,1,91.53
65794,1,credit_card,1,77.75
65795,1,boleto,1,95.54
65796,1,voucher,1,173.58
65797,1,credit_card,3,69.97
65798,1,credit_card,2,134.28
65799,1,credit_card,1,38.89
65800,1,credit_card,1,68.7
65801,1,credit_card,5,217.72
65802,1,credit_card,5,84.03
65803,1,credit_card,2,42.92
65804,1,credit_card,2,541.42
65805,1,credit_card,10,1075.74
65806,2,voucher,1,365.85
65807,1,credit_card,3,227.13
65808,1,boleto,1,166.92
65809,1,voucher,1,44.1
65810,1,credit_card,3,179.32
65811,1,credit_card,1,26.14
65812,1,credit_card,5,132.41
65813,1,credit_card,9,95.76
65814,1,credit_card,3,216.31
65815,1,boleto,1,32.62
65816,1,credit_card,2,60.59
65817,1,credit_card,1,62.85
65818,1,boleto,1,89.21
65819,1,credit_card,5,77.57
65820,1,credit_card,3,62.31
65821,1,credit_card,1,49.42
65822,1,credit_card,1,109.99
65823,1,boleto,1,105.06
65824,1,credit_card,4,112.71
65825,1,credit_card,1,21.31
65826,1,credit_card,8,196.01
65827,1,credit_card,8,233.01
65828,1,credit_card,2,234.22
65829,1,boleto,1,70.72
65830,1,credit_card,1,97.86
65831,1,credit_card,2,215.58
65832,1,boleto,1,51.09
65833,1,credit_card,1,75.74
65834,1,credit_card,2,50.43
65835,1,credit_card,1,11.74
65836,2,voucher,1,100.0
65837,1,voucher,1,21.45
65838,1,credit_card,1,325.33
65839,1,credit_card,2,88.47
65840,1,credit_card,1,563.28
65841,1,credit_card,6,78.72
65842,1,credit_card,6,117.48
65843,1,credit_card,3,310.1
65844,1,credit_card,1,128.94
65845,1,credit_card,3,186.72
65846,1,credit_card,2,115.9
65847,1,credit_card,2,117.85
65848,1,credit_card,3,209.74
65849,1,boleto,1,25.88
65850,1,credit_card,1,53.33
65851,1,credit_card,3,221.79
65852,1,credit_card,3,165.04
65853,1,credit_card,1,107.34
65854,1,credit_card,10,170.95
65855,1,credit_card,1,190.68
65856,1,credit_card,6,258.81
65857,1,credit_card,1,51.72
65858,1,credit_card,1,128.83
65859,1,credit_card,2,65.71
65860,1,credit_card,1,89.17
65861,1,credit_card,3,77.78
65862,1,credit_card,10,2082.36
65863,1,credit_card,5,50.78
65864,1,credit_card,2,85.81
65865,1,credit_card,1,45.53
65866,1,boleto,1,173.34
65867,1,credit_card,5,57.59
65868,1,credit_card,10,842.96
65869,1,credit_card,1,35.79
65870,1,credit_card,5,258.33
65871,1,credit_card,4,92.1
65872,1,credit_card,1,0.33
65873,1,credit_card,1,99.82
65874,1,credit_card,2,88.39
65875,1,boleto,1,39.08
65876,1,boleto,1,247.37
65877,1,credit_card,3,38.65
65878,1,boleto,1,30.96
65879,1,boleto,1,342.15
65880,1,credit_card,3,45.6
65881,2,voucher,1,74.02
65882,1,credit_card,2,792.17
65883,1,credit_card,3,36.09
65884,1,boleto,1,124.88
65885,1,credit_card,9,91.97
65886,1,credit_card,10,528.7
65887,1,credit_card,3,38.13
65888,1,credit_card,3,172.52
65889,1,credit_card,8,373.73
65890,1,credit_card,2,93.48
65891,1,credit_card,1,105.28
65892,1,boleto,1,146.57
65893,1,credit_card,1,43.0
65894,1,credit_card,6,131.51
65895,1,credit_card,4,137.45
65896,1,credit_card,2,138.73
65897,1,credit_card,1,93.85
65898,1,credit_card,7,115.36
65899,1,credit_card,2,26.77
65900,1,credit_card,5,70.65
65901,1,credit_card,1,46.54
65902,1,boleto,1,85.26
65903,1,voucher,1,50.0
65904,1,credit_card,7,298.2
65905,1,credit_card,2,60.05
65906,1,credit_card,4,217.26
65907,3,voucher,1,11.85
65908,9,voucher,1,16.15
65909,1,credit_card,4,46.5
65910,1,credit_card,10,592.77
65911,1,boleto,1,103.71
65912,1,credit_card,1,57.38
65913,1,credit_card,1,16.36
65914,1,credit_card,1,420.18
65915,1,credit_card,3,36.75
65916,1,credit_card,3,235.23
65917,1,credit_card,10,221.98
65918,1,credit_card,2,29.09
65919,1,credit_card,2,52.68
65920,1,credit_card,1,69.73
65921,1,credit_card,10,1020.35
65922,1,credit_card,2,89.17
65923,1,credit_card,1,265.49
65924,1,credit_card,7,157.3
65925,1,credit_card,1,41.77
65926,1,voucher,1,3.75
65927,1,credit_card,1,20.73
65928,1,boleto,1,113.59
65929,1,boleto,1,236.3
65930,1,credit_card,3,65.0
65931,1,credit_card,1,335.31
65932,1,credit_card,2,117.79
65933,1,boleto,1,67.3
65934,1,boleto,1,92.9
65935,1,credit_card,3,235.28
65936,1,credit_card,2,75.68
65937,1,boleto,1,95.81
65938,1,credit_card,1,163.53
65939,1,credit_card,4,226.38
65940,1,boleto,1,107.85
65941,1,credit_card,1,83.13
65942,1,credit_card,6,76.63
65943,1,credit_card,1,65.0
65944,1,boleto,1,292.99
65945,1,credit_card,2,92.59
65946,1,credit_card,1,42.79
65947,1,credit_card,4,93.39
65948,1,credit_card,9,92.01
65949,1,credit_card,2,314.92
65950,1,credit_card,8,208.1
65951,1,credit_card,10,115.78
65952,1,credit_card,1,40.09
65953,1,credit_card,4,89.97
65954,1,credit_card,5,539.37
65955,1,credit_card,3,160.75
65956,1,boleto,1,92.67
65957,1,voucher,1,151.99
65958,1,boleto,1,56.61
65959,1,credit_card,2,174.22
65960,1,credit_card,10,1148.88
65961,1,boleto,1,46.78
65962,1,credit_card,3,161.54
65963,1,credit_card,3,46.69
65964,1,boleto,1,31.6
65965,1,credit_card,1,47.42
65966,1,credit_card,9,91.66
65967,1,credit_card,6,586.43
65968,1,credit_card,4,130.65
65969,1,boleto,1,1416.7
65970,1,credit_card,6,182.3
65971,1,credit_card,2,144.28
65972,1,credit_card,1,145.91
65973,1,boleto,1,142.48
65974,1,boleto,1,55.36
65975,1,credit_card,5,232.22
65976,1,credit_card,8,82.98
65977,1,credit_card,4,41.05
65978,1,credit_card,1,61.29
65979,1,boleto,1,175.08
65980,1,credit_card,1,202.48
65981,1,boleto,1,75.65
65982,1,credit_card,3,174.02
65983,1,credit_card,2,138.65
65984,1,credit_card,4,114.77
65985,3,voucher,1,50.0
65986,1,credit_card,3,333.62
65987,1,credit_card,3,73.56
65988,1,credit_card,3,38.01
65989,1,credit_card,2,141.78
65990,1,credit_card,6,80.0
65991,1,credit_card,4,227.01
65992,1,credit_card,1,29.62
65993,1,credit_card,2,151.92
65994,1,boleto,1,213.9
65995,1,credit_card,2,249.02
65996,1,credit_card,4,143.86
65997,1,credit_card,9,107.32
65998,1,credit_card,1,21.66
65999,1,credit_card,2,165.8
66000,1,credit_card,2,204.07
66001,2,voucher,1,50.0
66002,1,boleto,1,28.75
66003,1,credit_card,3,36.76
66004,1,credit_card,2,118.84
66005,1,credit_card,3,165.4
66006,1,credit_card,6,61.78
66007,1,credit_card,1,21.04
66008,2,voucher,1,34.19
66009,1,boleto,1,77.29
66010,1,credit_card,2,59.0
66011,1,credit_card,1,61.11
66012,1,credit_card,1,422.25
66013,1,boleto,1,139.16
66014,1,credit_card,3,251.23
66015,1,credit_card,2,144.58
66016,1,credit_card,3,130.2
66017,1,boleto,1,105.28
66018,1,credit_card,1,33.0
66019,1,credit_card,1,87.94
66020,1,boleto,1,71.88
66021,1,credit_card,3,65.86
66022,1,credit_card,10,464.34
66023,1,credit_card,4,197.81
66024,1,credit_card,6,125.52
66025,1,boleto,1,32.43
66026,1,credit_card,2,328.14
66027,1,credit_card,1,33.85
66028,1,boleto,1,58.37
66029,8,voucher,1,15.67
66030,1,credit_card,1,50.72
66031,1,credit_card,1,146.12
66032,1,boleto,1,36.04
66033,1,credit_card,5,136.42
66034,1,credit_card,6,90.38
66035,1,credit_card,8,199.36
66036,1,credit_card,1,128.54
66037,3,voucher,1,30.67
66038,1,credit_card,4,332.3
66039,1,credit_card,10,798.27
66040,2,voucher,1,100.0
66041,1,boleto,1,113.26
66042,1,credit_card,8,299.75
66043,1,boleto,1,30.86
66044,1,credit_card,3,77.89
66045,1,boleto,1,103.25
66046,1,credit_card,2,375.04
66047,1,credit_card,1,51.5
66048,1,credit_card,7,87.64
66049,1,credit_card,1,95.67
66050,1,credit_card,1,87.22
66051,1,credit_card,1,153.1
66052,1,credit_card,5,154.32
66053,1,credit_card,8,87.64
66054,1,credit_card,8,1755.21
66055,1,credit_card,6,109.27
66056,1,credit_card,3,140.45
66057,1,credit_card,6,69.53
66058,1,boleto,1,194.29
66059,1,credit_card,3,61.37
66060,1,credit_card,8,186.7
66061,1,credit_card,8,988.87
66062,1,credit_card,1,33.83
66063,1,credit_card,3,31.67
66064,1,credit_card,2,173.9
66065,1,credit_card,3,65.09
66066,1,credit_card,7,70.89
66067,1,boleto,1,35.09
66068,1,credit_card,1,139.24
66069,1,boleto,1,98.37
66070,1,credit_card,3,148.12
66071,1,boleto,1,391.52
66072,1,credit_card,10,147.99
66073,1,credit_card,1,13.63
66074,5,voucher,1,5.44
66075,1,credit_card,1,130.26
66076,1,credit_card,1,190.87
66077,2,voucher,1,9.1
66078,1,credit_card,10,506.77
66079,1,boleto,1,173.26
66080,1,credit_card,1,120.84
66081,1,credit_card,2,66.29
66082,1,credit_card,6,67.36
66083,1,credit_card,5,312.38
66084,1,credit_card,10,765.2
66085,1,credit_card,2,133.76
66086,1,credit_card,5,141.4
66087,1,credit_card,1,72.42
66088,1,boleto,1,239.81
66089,1,credit_card,8,201.65
66090,1,boleto,1,17.68
66091,1,credit_card,1,199.03
66092,1,credit_card,3,45.0
66093,1,credit_card,10,1034.6
66094,1,credit_card,5,91.47
66095,1,boleto,1,89.8
66096,1,credit_card,1,58.13
66097,1,credit_card,4,123.01
66098,1,credit_card,1,150.28
66099,1,credit_card,1,10.25
66100,1,credit_card,1,67.36
66101,1,credit_card,9,262.51
66102,1,credit_card,7,220.0
66103,1,credit_card,15,250.89
66104,1,credit_card,3,311.82
66105,1,credit_card,5,253.97
66106,1,credit_card,8,384.34
66107,1,boleto,1,92.9
66108,1,boleto,1,104.65
66109,1,credit_card,2,40.23
66110,1,credit_card,5,162.55
66111,2,voucher,1,12.92
66112,1,credit_card,1,61.59
66113,1,boleto,1,63.27
66114,1,credit_card,6,63.6
66115,1,credit_card,3,166.47
66116,1,credit_card,1,68.33
66117,1,credit_card,2,40.09
66118,1,credit_card,1,152.39
66119,1,credit_card,3,196.02
66120,1,credit_card,4,132.44
66121,1,boleto,1,136.79
66122,1,credit_card,4,133.69
66123,1,credit_card,2,25.05
66124,1,credit_card,6,319.44
66125,1,debit_card,1,27.09
66126,1,credit_card,1,54.0
66127,1,credit_card,9,94.76
66128,1,credit_card,2,103.42
66129,1,credit_card,1,618.6
66130,1,credit_card,3,36.63
66131,1,boleto,1,36.69
66132,1,credit_card,3,159.03
66133,1,credit_card,2,79.81
66134,1,credit_card,1,64.09
66135,1,boleto,1,269.25
66136,1,credit_card,4,83.73
66137,1,credit_card,2,123.76
66138,1,credit_card,3,188.81
66139,1,credit_card,2,383.1
66140,1,credit_card,2,22.86
66141,1,boleto,1,105.87
66142,1,credit_card,8,168.46
66143,1,credit_card,4,406.16
66144,1,boleto,1,267.0
66145,1,boleto,1,1158.54
66146,1,credit_card,1,59.81
66147,1,credit_card,1,60.01
66148,1,boleto,1,77.23
66149,1,boleto,1,88.37
66150,1,credit_card,3,234.39
66151,1,credit_card,1,25.38
66152,1,boleto,1,42.47
66153,1,boleto,1,52.18
66154,1,credit_card,6,63.27
66155,1,credit_card,4,153.9
66156,1,credit_card,8,1048.7
66157,1,credit_card,1,88.28
66158,1,credit_card,2,83.79
66159,1,credit_card,1,87.32
66160,1,credit_card,3,183.56
66161,1,credit_card,6,133.28
66162,1,credit_card,5,153.22
66163,1,credit_card,1,33.7
66164,1,credit_card,3,599.3
66165,2,voucher,1,20.0
66166,1,boleto,1,57.37
66167,1,credit_card,3,306.94
66168,1,credit_card,1,54.33
66169,1,boleto,1,77.24
66170,1,boleto,1,198.57
66171,1,credit_card,4,181.84
66172,1,credit_card,3,34.42
66173,1,credit_card,2,26.25
66174,1,credit_card,1,55.1
66175,1,credit_card,2,92.19
66176,1,credit_card,4,57.23
66177,1,credit_card,7,141.12
66178,1,credit_card,1,27.75
66179,1,credit_card,1,16.24
66180,1,boleto,1,243.8
66181,1,boleto,1,109.02
66182,1,credit_card,1,131.73
66183,1,credit_card,1,8.12
66184,1,credit_card,2,63.88
66185,1,credit_card,2,68.04
66186,1,credit_card,4,199.52
66187,1,credit_card,1,51.64
66188,1,boleto,1,31.75
66189,1,credit_card,3,32.59
66190,1,credit_card,3,128.26
66191,1,credit_card,3,194.24
66192,1,credit_card,2,68.87
66193,1,credit_card,3,238.09
66194,1,credit_card,4,229.8
66195,1,credit_card,3,150.87
66196,1,boleto,1,69.9
66197,1,boleto,1,47.44
66198,1,credit_card,2,150.83
66199,1,boleto,1,85.16
66200,1,boleto,1,73.34
66201,1,credit_card,1,25.23
66202,1,credit_card,3,96.78
66203,1,credit_card,3,47.68
66204,1,boleto,1,45.0
66205,1,debit_card,1,150.78
66206,1,credit_card,1,97.18
66207,1,boleto,1,57.38
66208,1,credit_card,3,69.12
66209,1,credit_card,1,403.24
66210,1,credit_card,2,60.44
66211,1,credit_card,1,209.86
66212,1,credit_card,3,147.37
66213,1,credit_card,8,345.29
66214,1,credit_card,4,142.19
66215,1,credit_card,8,88.56
66216,1,boleto,1,58.18
66217,1,credit_card,3,194.37
66218,1,debit_card,1,103.59
66219,1,boleto,1,73.04
66220,1,credit_card,2,575.68
66221,1,debit_card,1,38.13
66222,1,credit_card,10,285.06
66223,1,credit_card,1,60.7
66224,1,credit_card,1,61.1
66225,1,voucher,1,429.27
66226,1,credit_card,1,47.0
66227,1,credit_card,1,70.89
66228,1,credit_card,3,108.2
66229,1,credit_card,3,37.68
66230,1,credit_card,3,172.96
66231,1,credit_card,1,107.81
66232,1,credit_card,3,37.72
66233,1,credit_card,5,230.82
66234,1,boleto,1,52.58
66235,1,boleto,1,58.22
